"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
7.818305945E1,-3.583210111E-1,1.153390035E-1,-1.108959988E-1
7.818806951E1,-3.567180037E-1,1.426399946E-1,-2.254640013E-1
7.819307943E1,-3.158859909E-1,9.499400109E-2,-2.424239963E-1
7.819808926E1,-3.145639896E-1,-5.176899955E-2,-1.783560067E-1
7.820309934E1,-3.345830142E-1,-1.381600052E-1,-7.165899873E-2
7.820810926E1,-3.916189969E-1,-1.944379956E-1,1.259810030E-1
7.821311910E1,-5.335819721E-1,-2.569819987E-1,4.982779920E-1
7.821812917E1,-6.113700271E-1,-3.553619981E-1,1.040318966E0
7.822313910E1,-5.880740285E-1,-4.304839969E-1,1.611948967E0
7.822814917E1,-6.442919970E-1,-4.751839936E-1,2.059912920E0
7.823315902E1,-8.835549951E-1,-4.934230149E-1,2.458271027E0
7.823816894E1,-1.073042035E0,-4.733819962E-1,2.816931009E0
7.824317878E1,-1.221979976E0,-4.075250030E-1,3.146142960E0
7.824818886E1,-1.436825991E0,-3.144359887E-1,3.324466944E0
7.825319879E1,-1.648205996E0,-2.189919949E-1,3.348685026E0
7.825820861E1,-1.581290960E0,-3.740789890E-1,3.394612074E0
7.826321869E1,-1.444605947E0,-5.667529702E-1,3.239360094E0
7.826822861E1,-1.585551023E0,-4.263899922E-1,2.870568037E0
7.827323845E1,-1.570956945E0,-3.906660080E-1,2.535183907E0
7.827824853E1,-1.326823950E0,-4.675579965E-1,2.187371016E0
7.828325845E1,-1.088624954E0,-4.744729996E-1,1.880174994E0
7.828826829E1,-6.076080203E-1,-7.271199822E-1,1.591802001E0
7.829327836E1,5.417999998E-2,-1.102023005E0,1.380635977E0
7.829828827E1,4.111340046E-1,-1.151646018E0,1.174361944E0
7.830329835E1,8.548280001E-1,-1.310392976E0,1.284258008E0
7.830830819E1,1.158313036E0,-1.367020965E0,1.722187996E0
7.831331810E1,1.229056001E0,-1.126765966E0,2.221620083E0
7.831832795E1,1.483718038E0,-1.197407961E0,2.779772997E0
7.832333802E1,1.702062964E0,-1.312299967E0,3.365307093E0
7.832834794E1,1.954457045E0,-1.503661036E0,3.831425905E0
7.833335778E1,2.079732895E0,-1.674376965E0,3.938818932E0
7.833836786E1,1.838315010E0,-1.631888986E0,3.884361029E0
7.834337778E1,1.599719048E0,-1.568835974E0,3.932188034E0
7.834838763E1,1.276453972E0,-1.487468004E0,3.877226114E0
7.835339770E1,8.742399812E-1,-1.352694035E0,3.636702061E0
7.835840756E1,4.953080118E-1,-1.234339952E0,3.360229015E0
7.836341748E1,1.826529950E-1,-1.181416035E0,3.168468952E0
7.836842755E1,-8.596999943E-2,-1.079625010E0,2.986108065E0
7.837343739E1,-2.792969942E-1,-9.458180070E-1,2.700165987E0
7.837844731E1,-3.785220087E-1,-8.346570134E-1,2.437153101E0
7.838345738E1,-3.324120045E-1,-7.189869881E-1,2.340284109E0
7.838846730E1,-2.602019906E-1,-5.904780030E-1,2.128714085E0
7.839347715E1,-1.501979977E-1,-4.211399853E-1,1.818811059E0
7.839848723E1,3.011300042E-2,-3.328740001E-1,1.386224031E0
7.840349715E1,2.003310025E-1,-2.248020023E-1,9.456110001E-1
7.840850700E1,4.964990020E-1,-1.281490028E-1,5.041649938E-1
7.841351685E1,8.339610100E-1,-2.807700075E-2,8.806499839E-2
7.841852692E1,1.120352983E0,9.629700333E-2,-2.518280149E-1
7.842353685E1,1.341364980E0,1.910399944E-1,-4.663859904E-1
7.842854670E1,1.580031037E0,2.999419868E-1,-6.042979956E-1
7.843355677E1,1.631515026E0,3.227669895E-1,-6.305379868E-1
7.843856669E1,1.543180943E0,3.075039983E-1,-5.346779823E-1
7.844357654E1,1.361168027E0,2.684429884E-1,-4.371219873E-1
7.844858662E1,1.042670012E0,2.806630135E-1,-2.243580073E-1
7.845359653E1,7.023599744E-1,2.447270006E-1,8.407399803E-2
7.845860637E1,3.886409998E-1,1.707269996E-1,3.739030063E-1
7.846361645E1,-3.621900082E-2,1.714940071E-1,6.560570002E-1
7.846862630E1,-3.837809861E-1,1.319960058E-1,8.706110120E-1
7.847363622E1,-7.260689735E-1,7.215499878E-2,9.869409800E-1
7.847864631E1,-1.115147948E0,1.624800079E-2,8.927630186E-1
7.848365616E1,-1.436251044E0,4.551199824E-2,6.480230093E-1
7.848866608E1,-1.672492981E0,1.061590016E-1,2.967920005E-1
7.849367617E1,-1.821915030E0,1.224249974E-1,-2.169719934E-1
7.849868602E1,-1.851173043E0,1.522890031E-1,-7.001019716E-1
7.850369594E1,-1.752923965E0,1.698089987E-1,-1.081374049E0
7.850870602E1,-1.604907036E0,2.600409985E-1,-1.548493981E0
7.851371587E1,-1.322582960E0,2.824960053E-1,-1.962762952E0
7.851872580E1,-9.282690287E-1,2.419289947E-1,-2.381154060E0
7.852373588E1,-7.179449797E-1,2.780480087E-1,-2.741811991E0
7.852874573E1,-5.609030128E-1,3.847169876E-1,-3.034310102E0
7.853375564E1,-4.060429931E-1,4.693939984E-1,-3.187726021E0
7.853876572E1,-2.167010009E-1,4.358380139E-1,-3.281363964E0
7.854377557E1,-1.552779973E-1,4.086990058E-1,-3.293575048E0
7.854878550E1,-1.655440032E-1,4.317319989E-1,-3.355953932E0
7.855379535E1,-7.570499927E-2,4.011450112E-1,-3.365489006E0
7.855880542E1,-3.203200176E-2,3.657380044E-1,-3.418234110E0
7.856381535E1,-6.824199855E-2,3.614029884E-1,-3.490015984E0
7.856882542E1,-1.805409938E-1,3.628889918E-1,-3.601934910E0
7.857383528E1,-2.403440028E-1,3.193689883E-1,-3.724512100E0
7.857884521E1,-2.261890024E-1,3.060239851E-1,-3.785798073E0
7.858385505E1,-2.005629987E-1,2.689070106E-1,-3.846087933E0
7.858886514E1,-2.224449962E-1,2.668220103E-1,-3.864671946E0
7.859387507E1,-2.221810073E-1,2.696830034E-1,-3.680639982E0
7.859888492E1,-2.140479982E-1,3.062919974E-1,-3.287475109E0
7.860389500E1,-1.053939983E-1,3.282130063E-1,-2.899024010E0
7.860890492E1,9.271200001E-2,2.864469886E-1,-2.473777056E0
7.861391478E1,2.978909910E-1,1.853960007E-1,-2.173772097E0
7.861892485E1,4.799329937E-1,1.643610001E-1,-2.011013985E0
7.862393478E1,6.591650248E-1,5.062200129E-2,-1.859969020E0
7.862894461E1,7.573080063E-1,-2.282599919E-2,-1.766224027E0
7.863395469E1,8.047080040E-1,-5.657399818E-2,-1.886548996E0
7.863896454E1,7.943810225E-1,2.274399996E-2,-1.966112971E0
7.864397446E1,7.529699802E-1,9.053000063E-2,-1.934247971E0
7.864898453E1,7.232090235E-1,5.182800069E-2,-1.786010981E0
7.865399437E1,6.690599918E-1,2.775200084E-2,-1.651656032E0
7.865900429E1,7.022979856E-1,-1.386819929E-1,-1.526329994E0
7.866401437E1,8.222320080E-1,-3.057410121E-1,-1.277547956E0
7.866902423E1,9.421110153E-1,-4.268639982E-1,-9.104520082E-1
7.867403415E1,1.064069986E0,-4.854710102E-1,-4.650639892E-1
7.867904424E1,1.154407024E0,-4.817230105E-1,8.098600060E-2
7.868405408E1,1.126304030E0,-5.379980206E-1,8.193470240E-1
7.868906400E1,1.081452966E0,-6.350089908E-1,1.565562963E0
7.869407383E1,8.812990189E-1,-6.636059880E-1,2.120819092E0
7.869908391E1,5.684589744E-1,-7.301430106E-1,2.743743896E0
7.870409382E1,2.205650061E-1,-8.922939897E-1,3.527359009E0
7.870910367E1,-1.099369973E-1,-9.697780013E-1,4.284748077E0
7.871411374E1,-4.104650021E-1,-1.038418055E0,4.855772972E0
7.871912358E1,-6.248430014E-1,-1.095826030E0,5.230939865E0
7.872413350E1,-6.907719970E-1,-1.105028033E0,5.240260124E0
7.872914355E1,-5.935149789E-1,-1.100901961E0,5.132644176E0
7.873415340E1,-4.270800054E-1,-1.039523959E0,4.941411972E0
7.873916331E1,-1.870879978E-1,-9.429450035E-1,4.618447781E0
7.874417316E1,8.340399712E-2,-8.577229977E-1,4.084587097E0
7.874918324E1,5.321080089E-1,-8.531640172E-1,3.452353954E0
7.875419316E1,1.062185049E0,-8.431079984E-1,2.918109894E0
7.875920324E1,1.611595035E0,-8.705840111E-1,2.403296947E0
7.876421316E1,2.161264896E0,-8.259959817E-1,1.920773983E0
7.876922300E1,2.577538967E0,-6.322939992E-1,1.378417969E0
7.877423285E1,2.901593924E0,-5.102990270E-1,8.443920016E-1
7.877924291E1,3.005117893E0,-4.687409997E-1,4.392119944E-1
7.878425283E1,2.807157040E0,-3.612009883E-1,1.074770018E-1
7.878926268E1,2.302153111E0,-2.004400045E-1,-1.502349973E-1
7.879427275E1,1.644096017E0,-1.309670061E-1,-2.007630020E-1
7.879928260E1,8.922629952E-1,-1.945109963E-1,2.668699995E-2
7.880429275E1,1.378400028E-1,-4.197500050E-1,4.289149940E-1
7.880930262E1,-5.010830164E-1,-7.078760266E-1,9.820899963E-1
7.881431254E1,-1.003885984E0,-9.028170109E-1,1.684342027E0
7.881932238E1,-1.330965042E0,-1.038102984E0,2.397663116E0
7.882433245E1,-1.547060966E0,-1.091851950E0,3.040941954E0
7.882934230E1,-1.826442003E0,-1.065546036E0,3.662781000E0
7.883435221E1,-2.042475939E0,-1.013972998E0,4.223825932E0
7.883936229E1,-2.046114922E0,-1.023244977E0,4.613617897E0
7.884437214E1,-1.832816005E0,-9.757649899E-1,4.734323025E0
7.884938206E1,-1.525032043E0,-8.817520142E-1,4.544411182E0
7.885439190E1,-1.081730962E0,-8.063889742E-1,4.062027931E0
7.885940201E1,-5.662410259E-1,-6.997209787E-1,3.445153952E0
7.886441194E1,-3.438999876E-2,-5.666019917E-1,2.708086014E0
7.886942178E1,4.729180038E-1,-3.080430031E-1,1.800816059E0
7.887443185E1,8.591089845E-1,-4.894199967E-2,8.884800076E-1
7.887944178E1,1.241379976E0,1.943179965E-1,7.712499797E-2
7.888445162E1,1.615563989E0,3.259400129E-1,-5.815359950E-1
7.888946171E1,1.880568981E0,5.018810034E-1,-1.058403969E0
7.889447164E1,2.024070024E0,7.589210272E-1,-1.299834967E0
7.889948148E1,2.023806095E0,9.752290249E-1,-1.327718019E0
7.890449156E1,1.852064013E0,1.116593957E0,-1.255300999E0
7.890950141E1,1.667930961E0,1.068739057E0,-1.103690982E0
7.891451134E1,1.432276011E0,1.001518011E0,-7.462329865E-1
7.891952142E1,1.071252942E0,9.671559930E-1,-4.111819863E-1
7.892453128E1,5.798149705E-1,9.665769935E-1,-1.670819968E-1
7.892954120E1,7.649199665E-2,9.173730016E-1,3.949000034E-3
7.893455128E1,-2.952870131E-1,8.371629715E-1,1.298280060E-1
7.893956113E1,-7.386199832E-1,8.070309758E-1,1.744650006E-1
7.894457105E1,-1.109457970E0,8.291180134E-1,9.341699630E-2
7.894958113E1,-1.310595036E0,6.688939929E-1,6.061099842E-2
7.895459098E1,-1.492874026E0,5.956050158E-1,9.005299956E-2
7.895960090E1,-1.605211973E0,5.291079879E-1,5.765699968E-2
7.896461074E1,-1.608206987E0,5.343449712E-1,-4.219499975E-2
7.896962082E1,-1.660457969E0,6.511369944E-1,-3.997200131E-1
7.897463075E1,-1.615679979E0,5.831339955E-1,-7.886760235E-1
7.897964060E1,-1.488283992E0,4.517259896E-1,-1.068078041E0
7.898465067E1,-1.426856995E0,4.941320121E-1,-1.509433031E0
7.898966059E1,-1.409276009E0,6.105809808E-1,-1.994153976E0
7.899467044E1,-1.351878047E0,7.070969939E-1,-2.527276993E0
7.899968051E1,-1.128049016E0,5.783659816E-1,-2.993032932E0
7.900469036E1,-7.776960135E-1,3.773880005E-1,-3.404524088E0
7.900970028E1,-6.044589877E-1,3.451449871E-1,-3.771604061E0
7.901471012E1,-4.772709906E-1,4.111669958E-1,-4.074286938E0
7.901972019E1,-4.662150145E-1,4.673179984E-1,-4.207118034E0
7.902473012E1,-4.177370071E-1,4.042069912E-1,-4.213478088E0
7.902973997E1,-2.766619921E-1,2.987950146E-1,-4.249559879E0
7.903475005E1,-1.293630004E-1,9.453199804E-2,-4.234408855E0
7.903975991E1,-8.035600185E-2,3.997400030E-2,-4.136294842E0
7.904476983E1,-8.204499632E-2,9.418699890E-2,-3.940124035E0
7.904977991E1,-7.680399716E-2,1.065699980E-1,-3.637715101E0
7.905478983E1,-1.777100004E-2,1.224630028E-1,-3.327784061E0
7.905979968E1,1.402300037E-2,6.146800146E-2,-3.041239023E0
7.906480975E1,4.659999907E-2,-3.193400055E-2,-2.810195923E0
7.906981965E1,3.005599976E-2,-1.032869965E-1,-2.627806902E0
7.907482950E1,-5.852499977E-2,-1.665389985E-1,-2.546468019E0
7.907983958E1,-7.741700113E-2,-1.873939931E-1,-2.357887030E0
7.908484942E1,-4.966299981E-2,-2.355950028E-1,-2.186132908E0
7.908985935E1,-5.485700071E-2,-2.123049945E-1,-2.103347063E0
7.909486942E1,-1.084659994E-1,-1.814370006E-1,-1.945659041E0
7.909987927E1,-1.758709997E-1,-2.073860019E-1,-1.811328053E0
7.910488912E1,-1.960809976E-1,-2.364210039E-1,-1.720293045E0
7.910989904E1,-2.390120029E-1,-2.016109973E-1,-1.540771008E0
7.911490912E1,-3.002049923E-1,-1.511850059E-1,-1.355852962E0
7.911991895E1,-4.094240069E-1,-7.734800130E-2,-1.232267976E0
7.912492887E1,-4.604220092E-1,-9.117600322E-2,-1.133537054E0
7.912993895E1,-4.196839929E-1,-1.225500032E-1,-1.075050950E0
7.913494880E1,-3.912369907E-1,-1.512109935E-1,-1.042534947E0
7.913995872E1,-2.828809917E-1,-1.238029972E-1,-1.107967973E0
7.914496856E1,-1.699199975E-1,-6.744600087E-2,-1.210536003E0
7.914997865E1,-1.383939981E-1,4.149999935E-3,-1.244524956E0
7.915498857E1,-1.530189961E-1,3.851199895E-2,-1.238549948E0
7.915999843E1,-1.413609982E-1,4.296100140E-2,-1.195780039E0
7.916500850E1,-1.396809965E-1,1.507399976E-2,-1.184167981E0
7.917001843E1,-2.889449894E-1,-9.147500247E-2,-1.039350033E0
7.917502852E1,-3.905839920E-1,-2.201199979E-1,-7.707110047E-1
7.918003837E1,-4.889079928E-1,-3.201400042E-1,-3.675810099E-1
7.918504821E1,-6.220629811E-1,-3.306970000E-1,1.295769960E-1
7.919005813E1,-8.418840170E-1,-3.773579895E-1,7.178859711E-1
7.919506821E1,-1.117552042E0,-4.617390037E-1,1.368772984E0
7.920007806E1,-1.176545978E0,-5.918020010E-1,2.027656078E0
7.920508798E1,-1.073487997E0,-7.207329869E-1,2.652980089E0
7.921009806E1,-8.139129877E-1,-7.481279969E-1,3.036469936E0
7.921510792E1,-5.835400224E-1,-6.872379780E-1,3.258586884E0
7.922011784E1,-4.455409944E-1,-5.773130059E-1,3.397850990E0
7.922512768E1,-3.006680012E-1,-4.455710053E-1,3.453113079E0
7.923013775E1,-1.526640058E-1,-3.242270052E-1,3.201987028E0
7.923514768E1,-1.360069960E-1,-2.437109947E-1,2.783480883E0
7.924015753E1,-2.222090065E-1,-3.529800102E-2,2.339265108E0
7.924516760E1,-3.041189909E-1,1.628289968E-1,1.766042948E0
7.925017745E1,-3.590759933E-1,2.176200002E-1,1.325060010E0
7.925518737E1,-4.721409976E-1,2.838369906E-1,1.004462957E0
7.926019745E1,-5.931850076E-1,3.130680025E-1,7.232729793E-1
7.926520730E1,-6.163309813E-1,2.953329980E-1,5.816389918E-1
7.927021724E1,-5.741519928E-1,2.731739879E-1,6.368299723E-1
7.927522731E1,-4.487130046E-1,1.644919962E-1,8.238170147E-1
7.928023719E1,-2.231619954E-1,-5.892200023E-2,1.159894943E0
7.928524711E1,6.565299630E-2,-3.129509985E-1,1.608785033E0
7.929025696E1,3.545739949E-1,-6.059740186E-1,2.101171970E0
7.929526702E1,5.669209957E-1,-7.680330276E-1,2.752312899E0
7.930027695E1,7.550860047E-1,-9.095259905E-1,3.442218065E0
7.930528680E1,9.415990114E-1,-1.090829968E0,4.253661156E0
7.931029684E1,1.128226042E0,-1.233903050E0,4.881363869E0
7.931530677E1,1.150426984E0,-1.340168953E0,5.367886066E0
7.932031660E1,9.890810251E-1,-1.459473968E0,5.841476917E0
7.932532668E1,6.812130213E-1,-1.510681033E0,6.258131027E0
7.933033653E1,3.046180010E-1,-1.414324045E0,6.342556000E0
7.933534646E1,-5.302900076E-2,-1.382565022E0,6.261325836E0
7.934035654E1,-3.926070035E-1,-1.429479957E0,6.033967018E0
7.934536639E1,-7.987189889E-1,-1.457229018E0,5.414799213E0
7.935037631E1,-1.069687963E0,-1.427232027E0,4.788754940E0
7.935538638E1,-1.370617986E0,-1.252414942E0,4.138578892E0
7.936039622E1,-1.646726966E0,-9.849339724E-1,3.610668898E0
7.936540615E1,-1.665421963E0,-8.031929731E-1,3.090416908E0
7.937041599E1,-1.394925952E0,-6.734769940E-1,2.593854904E0
7.937542607E1,-9.514660239E-1,-5.304499865E-1,2.229382038E0
7.938043592E1,-4.170340002E-1,-4.132939875E-1,1.949344993E0
7.938544584E1,9.694299847E-2,-3.123529851E-1,1.732728004E0
7.939045568E1,7.003769875E-1,-2.048610002E-1,1.530905008E0
7.939546575E1,1.205168962E0,-4.086000100E-2,1.362342954E0
7.940047566E1,1.579031944E0,1.750459969E-1,1.202203035E0
7.940548574E1,1.827556968E0,3.091430068E-1,1.074331045E0
7.941049558E1,2.010025024E0,4.506680071E-1,9.163119793E-1
7.941550549E1,2.101963997E0,4.236940145E-1,6.579089761E-1
7.942051557E1,2.092720985E0,3.675299883E-1,2.881959975E-1
7.942552542E1,1.931131959E0,4.034810066E-1,-1.037959978E-1
7.943053534E1,1.587504983E0,4.066590071E-1,-5.015149713E-1
7.943554519E1,1.128690958E0,4.210099876E-1,-8.825489879E-1
7.944055526E1,6.507890224E-1,3.597579896E-1,-1.186753035E0
7.944556511E1,2.241269946E-1,2.667109966E-1,-1.354001999E0
7.945057503E1,-1.403219998E-1,2.419939935E-1,-1.483623981E0
7.945558488E1,-4.638540149E-1,1.542409956E-1,-1.549168944E0
7.946059496E1,-6.865170002E-1,7.361699641E-2,-1.507403016E0
7.946560488E1,-8.187429905E-1,2.721500024E-2,-1.421702981E0
7.947061473E1,-9.269109964E-1,2.391099930E-2,-1.417580962E0
7.947562479E1,-8.850479722E-1,1.912700012E-2,-1.479869008E0
7.948063464E1,-8.383129835E-1,1.854900084E-2,-1.507200956E0
7.948564456E1,-7.128509879E-1,-3.250499815E-2,-1.499611020E0
7.949065439E1,-5.238329768E-1,-6.267499924E-2,-1.565093040E0
7.949566447E1,-3.748539984E-1,-1.058479995E-1,-1.675330997E0
7.950067438E1,-2.441319972E-1,-1.009370014E-1,-1.893048048E0
7.950568446E1,-1.279429942E-1,-1.004709974E-1,-2.072388887E0
7.951069430E1,-2.752099931E-2,-6.748899817E-2,-2.314071894E0
7.951570423E1,1.174409986E-1,-5.263499916E-2,-2.634812117E0
7.952071407E1,1.664900035E-1,-1.717800088E-2,-2.926891088E0
7.952572416E1,1.416720003E-1,-3.833000083E-3,-3.187614918E0
7.953073409E1,1.493829936E-1,-4.078799859E-2,-3.390568018E0
7.953574393E1,1.969760060E-1,-4.690700024E-2,-3.516776085E0
7.954075401E1,1.751170009E-1,2.192299999E-2,-3.623610020E0
7.954576385E1,1.751140058E-1,-1.945799962E-2,-3.732279062E0
7.955077377E1,2.403890043E-1,-1.212050021E-1,-3.886322021E0
7.955578385E1,2.325370014E-1,-1.241969988E-1,-3.987889051E0
7.956079370E1,1.060379967E-1,-9.876099974E-2,-4.117997169E0
7.956580362E1,-3.798599914E-2,-6.138300151E-2,-4.176074028E0
7.957081347E1,-1.237839982E-1,-7.639399916E-2,-4.169086933E0
7.957582354E1,-1.439719945E-1,-1.383139938E-1,-4.197632790E0
7.958083347E1,-2.134259939E-1,-1.282940060E-1,-4.276217937E0
7.958584332E1,-2.396370023E-1,-1.790709943E-1,-4.190873146E0
7.959085338E1,-2.154680043E-1,-2.153750062E-1,-4.126521111E0
7.959586322E1,-2.250300050E-1,-2.514190078E-1,-4.085601807E0
7.960087314E1,-1.314280033E-1,-3.060210049E-1,-4.084950924E0
7.960588322E1,8.278000169E-3,-3.617509902E-1,-4.075302124E0
7.961089307E1,1.378069967E-1,-3.739689887E-1,-3.925839901E0
7.961590300E1,2.872920036E-1,-2.931079865E-1,-3.672516108E0
7.962091285E1,4.607099891E-1,-2.185450047E-1,-3.276166916E0
7.962592293E1,6.235709786E-1,-1.589110047E-1,-2.758404016E0
7.963093286E1,7.442340255E-1,-1.496659964E-1,-2.283890963E0
7.963594270E1,8.081039786E-1,-1.293489933E-1,-1.830492973E0
7.964095278E1,7.577210069E-1,-7.639700174E-2,-1.428393006E0
7.964596271E1,7.796970010E-1,-1.985179931E-1,-1.153553963E0
7.965097256E1,7.298660278E-1,-3.417240083E-1,-8.522319794E-1
7.965598262E1,5.529519916E-1,-4.897390008E-1,-4.914799929E-1
7.966099247E1,3.657979965E-1,-4.715090096E-1,-1.705639958E-1
7.966600239E1,2.427390069E-1,-3.787310123E-1,1.401440054E-1
7.967101222E1,1.809850037E-1,-4.806329906E-1,5.318679810E-1
7.967602230E1,1.151169986E-1,-7.220280170E-1,8.998029828E-1
7.968103215E1,-2.442999929E-2,-8.353279829E-1,1.187793970E0
7.968604207E1,-2.135200053E-1,-7.587689757E-1,1.332031012E0
7.969105192E1,-3.888620138E-1,-7.709090114E-1,1.554057956E0
7.969606200E1,-4.657259881E-1,-8.809779882E-1,1.860985041E0
7.970107192E1,-4.680159986E-1,-9.023110271E-1,2.141006947E0
7.970608200E1,-4.111529887E-1,-8.563339710E-1,2.472182989E0
7.971109185E1,-3.735640049E-1,-7.605890036E-1,2.661338091E0
7.971610177E1,-2.846679986E-1,-6.341819763E-1,2.878525019E0
7.972111187E1,-2.141879946E-1,-5.304120183E-1,3.047061920E0
7.972612172E1,-1.432379931E-1,-4.797129929E-1,3.224000931E0
7.973113162E1,-9.544000030E-3,-4.146929979E-1,3.329962015E0
7.973614147E1,1.240239963E-1,-3.817589879E-1,3.348043919E0
7.974115155E1,3.406780064E-1,-4.257029891E-1,3.297158003E0
7.974616140E1,6.182109714E-1,-4.019249976E-1,3.100636005E0
7.975117132E1,8.758999705E-1,-3.445000052E-1,2.998219013E0
7.975618116E1,1.199849010E0,-2.552880049E-1,3.033345938E0
7.976119123E1,1.580158949E0,-2.282129973E-1,2.945604086E0
7.976620115E1,1.774569035E0,-2.472970039E-1,2.742810965E0
7.977121099E1,1.881800056E0,-2.571699917E-1,2.520595074E0
7.977622107E1,1.899989009E0,-2.522729933E-1,2.067962885E0
7.978123092E1,1.656175017E0,-2.037090063E-1,1.528220057E0
7.978624084E1,1.200132012E0,-2.051230073E-1,1.033606052E0
7.979125091E1,7.073230147E-1,-2.640239894E-1,6.343749762E-1
7.979626077E1,2.144120038E-1,-3.531129956E-1,4.275209904E-1
7.980127069E1,-1.894810051E-1,-4.961690009E-1,4.845379889E-1
7.980628054E1,-6.096420288E-1,-5.974889994E-1,7.108420134E-1
7.981129063E1,-9.991869926E-1,-6.794859767E-1,1.085819006E0
7.981630048E1,-1.253530025E0,-7.910490036E-1,1.654109001E0
7.982131038E1,-1.397232056E0,-9.143229723E-1,2.341356993E0
7.982632046E1,-1.483250022E0,-9.567779899E-1,3.019539118E0
7.983133039E1,-1.484045029E0,-9.501929879E-1,3.551979065E0
7.983634023E1,-1.491016030E0,-9.295830131E-1,3.906917095E0
7.984135030E1,-1.435037017E0,-9.182090163E-1,4.138452053E0
7.984636015E1,-1.306223989E0,-8.464319706E-1,4.207774162E0
7.985137007E1,-1.073058009E0,-7.812380195E-1,4.078260899E0
7.985637992E1,-8.129339814E-1,-6.721240282E-1,3.780963898E0
7.986139000E1,-5.041120052E-1,-5.479500294E-1,3.351362944E0
7.986639993E1,-1.706430018E-1,-4.019289911E-1,2.820647001E0
7.987140979E1,1.831109971E-1,-2.423720062E-1,2.188925982E0
7.987641986E1,4.768829942E-1,-2.186099999E-2,1.497287035E0
7.988142970E1,7.397400141E-1,2.385489941E-1,8.676949739E-1
7.988643963E1,1.048598051E0,4.213370085E-1,1.636459976E-1
7.989144970E1,1.342846990E0,6.320719719E-1,-4.047710001E-1
7.989645954E1,1.510841966E0,8.012480140E-1,-9.471459985E-1
7.990146947E1,1.466233015E0,1.005861998E0,-1.388717055E0
7.990647932E1,1.351336002E0,1.193194985E0,-1.606742024E0
7.991148939E1,1.216285944E0,1.274166942E0,-1.645462036E0
7.991649930E1,9.880610108E-1,1.307911038E0,-1.519212008E0
7.992150915E1,6.988949776E-1,1.360059977E0,-1.411708951E0
7.992651923E1,3.326709867E-1,1.378316045E0,-1.286129951E0
7.993152908E1,-8.044999838E-2,1.342365980E0,-1.079134941E0
7.993653900E1,-4.264880121E-1,1.213698983E0,-8.343099952E-1
7.994154907E1,-7.672989964E-1,1.152848959E0,-6.119920015E-1
7.994655892E1,-1.096305013E0,1.061398029E0,-5.411570072E-1
7.995156885E1,-1.289147019E0,1.016404033E0,-5.275250077E-1
7.995657870E1,-1.415424943E0,9.883829951E-1,-5.548779964E-1
7.996158879E1,-1.535557985E0,9.556599855E-1,-6.199280024E-1
7.996659872E1,-1.599436998E0,9.177910089E-1,-7.463340163E-1
7.997160856E1,-1.496404052E0,8.314269781E-1,-1.072324038E0
7.997661864E1,-1.332082987E0,7.756699920E-1,-1.493899941E0
7.998162849E1,-1.206243038E0,7.617059946E-1,-1.936962962E0
7.998663841E1,-1.027559996E0,7.290989757E-1,-2.418852091E0
7.999164826E1,-8.178039789E-1,7.066169977E-1,-2.846029043E0
7.999665834E1,-5.318499804E-1,6.252239943E-1,-3.295084953E0
8.000166827E1,-2.500230074E-1,4.749090075E-1,-3.655816078E0
8.000667812E1,-1.357569993E-1,4.303309917E-1,-3.847312927E0
8.001168819E1,-7.140100002E-2,4.194670022E-1,-3.920432091E0
8.001669812E1,-1.767300069E-2,3.899239898E-1,-3.983014107E0
8.002170796E1,3.233300149E-2,3.305320144E-1,-3.996943951E0
8.002671804E1,-8.282000199E-3,2.706120014E-1,-3.854891062E0
8.003172789E1,-1.498599946E-1,2.827309966E-1,-3.617892027E0
8.003673781E1,-3.328669965E-1,2.692799866E-1,-3.339193106E0
8.004174766E1,-4.678960145E-1,2.014980018E-1,-3.112705946E0
8.004675773E1,-5.864449739E-1,1.221719980E-1,-2.892714977E0
8.005176758E1,-6.856729984E-1,6.993799657E-2,-2.664362907E0
8.005677750E1,-8.453840017E-1,5.759400129E-2,-2.388427019E0
8.006178735E1,-9.686400294E-1,8.038199693E-2,-2.071314096E0
8.006679742E1,-9.827029705E-1,9.508900344E-2,-1.788534999E0
8.007180734E1,-8.876969814E-1,7.174000144E-2,-1.580400944E0
8.007681742E1,-7.138190269E-1,9.994699806E-2,-1.473667026E0
8.008182727E1,-5.440660119E-1,1.144450009E-1,-1.525714993E0
8.008683719E1,-3.488200009E-1,1.126829982E-1,-1.528535962E0
8.009184704E1,-1.720539927E-1,1.380510032E-1,-1.535421014E0
8.009685712E1,4.946599901E-2,2.030619979E-1,-1.658804059E0
8.010186697E1,2.257159948E-1,2.479179949E-1,-1.891067982E0
8.010687689E1,3.476780057E-1,2.889530063E-1,-2.145679951E0
8.011188673E1,3.752579987E-1,3.272199929E-1,-2.259273052E0
8.011689681E1,4.353300035E-1,3.214699924E-1,-2.289072037E0
8.012190668E1,5.355340242E-1,3.248859942E-1,-2.339107037E0
8.012691660E1,6.498069763E-1,3.399080038E-1,-2.385457039E0
8.013192668E1,7.151190042E-1,3.715929985E-1,-2.255583048E0
8.013693653E1,6.351320148E-1,3.955389857E-1,-1.959561944E0
8.014194645E1,4.865880013E-1,3.937680125E-1,-1.618255019E0
8.014695630E1,3.140400052E-1,3.342309892E-1,-1.256963968E0
