"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.686999955E2,1.985414982E0,2.434290051E-1,1.163815975E0
2.687050042E2,2.168744087E0,3.178679943E-1,8.603429794E-1
2.687100131E2,2.312482119E0,3.571139872E-1,5.818259716E-1
2.687150220E2,2.366143942E0,3.400779963E-1,3.094300032E-1
2.687200307E2,2.232844114E0,3.785240054E-1,3.519099951E-2
2.687250396E2,2.242993116E0,3.185899854E-1,-1.884209961E-1
2.687300485E2,2.071980953E0,2.230110019E-1,-3.580250144E-1
2.687350572E2,1.720710993E0,1.755139977E-1,-5.446000099E-1
2.687400661E2,1.292927980E0,1.780570000E-1,-6.781659722E-1
2.687450750E2,7.122550011E-1,1.705030054E-1,-8.554409742E-1
2.687500839E2,1.000009999E-1,1.526719928E-1,-9.994130135E-1
2.687550925E2,-4.285329878E-1,1.378909945E-1,-1.155586004E0
2.687601014E2,-9.098650217E-1,1.048550010E-1,-1.253147006E0
2.687651101E2,-1.292744040E0,7.561100274E-2,-1.365304947E0
2.687701191E2,-1.501515985E0,6.952700019E-2,-1.526922941E0
2.687751279E2,-1.612239003E0,3.606599942E-2,-1.684628963E0
2.687801368E2,-1.753543973E0,-7.650000043E-4,-1.859472036E0
2.687851455E2,-1.831038952E0,-3.166000172E-2,-2.015362978E0
2.687901544E2,-1.822430968E0,-1.099139974E-1,-2.205220938E0
2.687951633E2,-1.775300980E0,-1.372079998E-1,-2.456072092E0
2.688001720E2,-1.722309947E0,-1.240309998E-1,-2.637721062E0
2.688051808E2,-1.633247018E0,-8.883500099E-2,-2.833759069E0
2.688101898E2,-1.459632993E0,-8.515299857E-2,-3.015108109E0
2.688151985E2,-1.297626972E0,-3.555899858E-2,-3.198561907E0
2.688202074E2,-1.116976023E0,-1.569999941E-2,-3.351182938E0
2.688252162E2,-9.280840158E-1,-5.725999828E-3,-3.459444046E0
2.688302249E2,-7.738630176E-1,5.121000111E-2,-3.552956104E0
2.688352338E2,-5.955219865E-1,5.759000033E-2,-3.576931000E0
2.688402427E2,-3.952589929E-1,7.812300324E-2,-3.587497950E0
2.688452514E2,-1.979790032E-1,5.320699885E-2,-3.625780106E0
2.688502603E2,-4.201100022E-2,1.492699981E-2,-3.628067017E0
2.688552691E2,3.210699931E-2,-8.005999960E-3,-3.628325939E0
2.688602781E2,9.756900370E-2,-3.626200184E-2,-3.652661085E0
2.688652868E2,1.029440016E-1,-4.574700072E-2,-3.662816048E0
2.688702957E2,8.985999972E-2,-8.177900314E-2,-3.617685080E0
2.688753045E2,5.296299979E-2,-9.642600268E-2,-3.560856104E0
2.688803132E2,4.268899933E-2,-1.422729939E-1,-3.523166895E0
2.688853221E2,1.174800005E-2,-1.578830034E-1,-3.478873014E0
2.688903308E2,-2.326899953E-2,-1.533990055E-1,-3.420416117E0
2.688953397E2,-9.095200151E-2,-1.666949987E-1,-3.311647892E0
2.689003485E2,-1.105210036E-1,-1.440560073E-1,-3.191147089E0
2.689053575E2,-1.152549982E-1,-1.470980048E-1,-3.013132095E0
2.689103662E2,-1.313540041E-1,-1.357479990E-1,-2.828502893E0
2.689153751E2,-1.003860012E-1,-1.355459988E-1,-2.632257938E0
2.689203839E2,-4.908299819E-2,-1.404940039E-1,-2.376923084E0
2.689253926E2,1.297300030E-2,-1.763820052E-1,-2.206383944E0
2.689304015E2,4.523200169E-2,-2.298450023E-1,-2.049014091E0
2.689354104E2,6.587400287E-2,-2.660729885E-1,-1.892819047E0
2.689404193E2,3.602899984E-2,-2.795970142E-1,-1.747046947E0
2.689454280E2,-1.754299924E-2,-3.038010001E-1,-1.606348991E0
2.689504368E2,-6.409599632E-2,-2.677980065E-1,-1.458799958E0
2.689554457E2,-1.167550012E-1,-2.447289973E-1,-1.308493018E0
2.689604544E2,-1.676770002E-1,-1.872079968E-1,-1.136456013E0
2.689654633E2,-1.831869930E-1,-1.412629932E-1,-1.011769056E0
2.689704722E2,-2.229910046E-1,-9.452799708E-2,-8.651549816E-1
2.689754809E2,-2.765769958E-1,-3.055799939E-2,-6.892160177E-1
2.689804898E2,-3.028059900E-1,4.893200099E-2,-5.195040107E-1
2.689854986E2,-3.230020106E-1,1.103980020E-1,-3.319050074E-1
2.689905073E2,-3.585340083E-1,1.191240028E-1,-1.576119959E-1
2.689955163E2,-4.125379920E-1,1.051679999E-1,-5.666700006E-2
2.690005251E2,-5.269700289E-1,1.126739979E-1,2.371400036E-2
2.690055338E2,-6.264420152E-1,1.205279976E-1,9.137800336E-2
2.690105427E2,-6.806250215E-1,1.558530033E-1,1.677789986E-1
2.690155516E2,-7.384170294E-1,2.213580012E-1,2.024820000E-1
2.690205603E2,-7.794290185E-1,2.354249954E-1,2.914839983E-1
2.690255692E2,-8.240010142E-1,2.347200066E-1,3.931759894E-1
2.690305781E2,-7.965890169E-1,2.428269982E-1,5.287299752E-1
2.690355870E2,-7.665240169E-1,2.374069989E-1,7.283139825E-1
2.690405957E2,-7.470459938E-1,2.727200091E-1,9.602360129E-1
2.690456046E2,-7.402319908E-1,2.446019948E-1,1.251027942E0
2.690506135E2,-6.978359818E-1,2.109439969E-1,1.590459943E0
2.690556221E2,-6.492159963E-1,1.428599954E-1,1.920474052E0
2.690606310E2,-5.287060142E-1,8.234799653E-2,2.243366003E0
2.690656399E2,-4.531770051E-1,-2.765000053E-2,2.558578014E0
2.690706486E2,-3.741219938E-1,-1.295550019E-1,2.720680952E0
2.690756575E2,-3.099200130E-1,-2.105289996E-1,2.871644020E0
2.690806664E2,-2.599790096E-1,-2.245289981E-1,2.990619898E0
2.690856751E2,-2.474189997E-1,-2.067259997E-1,3.011468887E0
2.690906839E2,-2.739070058E-1,-1.144409999E-1,3.038224936E0
2.690956929E2,-3.399440050E-1,1.621400006E-2,3.081481934E0
2.691007016E2,-3.947319984E-1,1.254879981E-1,3.113085985E0
2.691057105E2,-4.480679929E-1,2.005009949E-1,3.049089909E0
2.691107193E2,-4.980239868E-1,2.982049882E-1,2.898921967E0
2.691157282E2,-5.234310031E-1,3.576650023E-1,2.729789019E0
2.691207369E2,-5.350469947E-1,3.895770013E-1,2.529001951E0
2.691257458E2,-5.866180062E-1,4.572770000E-1,2.312546015E0
2.691307545E2,-6.939370036E-1,6.002979875E-1,1.996989965E0
2.691357634E2,-7.040230036E-1,7.631930113E-1,1.722691059E0
2.691407723E2,-5.883690119E-1,8.736339808E-1,1.562850952E0
2.691457812E2,-4.114919901E-1,8.682079911E-1,1.531417966E0
2.691507899E2,-2.010750026E-1,7.029860020E-1,1.618016958E0
2.691557988E2,8.682999760E-2,5.257440209E-1,1.725900054E0
2.691608076E2,3.634540141E-1,3.575240076E-1,1.826794982E0
2.691658164E2,6.383690238E-1,1.581930071E-1,1.983121991E0
2.691708252E2,7.973319888E-1,7.654999942E-2,2.200232983E0
2.691758341E2,8.262420297E-1,2.770400047E-2,2.539518118E0
2.691808428E2,8.050670028E-1,-7.138700038E-2,2.961441994E0
2.691858517E2,7.338709831E-1,-2.181999981E-1,3.340776920E0
2.691908606E2,4.722979963E-1,-3.207120001E-1,3.736571074E0
2.691958693E2,1.648209989E-1,-3.890079856E-1,4.191998959E0
2.692008782E2,-1.605619937E-1,-4.632239938E-1,4.580526829E0
2.692058870E2,-4.378350079E-1,-5.483030081E-1,4.913897038E0
2.692108957E2,-7.172960043E-1,-6.212760210E-1,4.990315914E0
2.692159046E2,-1.028414965E0,-6.906170249E-1,4.943717003E0
2.692209135E2,-1.282323003E0,-7.364519835E-1,4.860299110E0
2.692259224E2,-1.445337057E0,-8.180919886E-1,4.631868839E0
2.692309311E2,-1.535555959E0,-8.589169979E-1,4.279378891E0
2.692359400E2,-1.526692033E0,-8.787760139E-1,3.800122976E0
2.692409489E2,-1.483451962E0,-8.666859865E-1,3.337045908E0
2.692459575E2,-1.341424942E0,-8.267359734E-1,2.887187958E0
2.692509664E2,-1.107861996E0,-7.673280239E-1,2.473095894E0
2.692559753E2,-7.972689867E-1,-7.511699796E-1,2.088274956E0
2.692609840E2,-4.180450141E-1,-7.863349915E-1,1.644708991E0
2.692659928E2,-8.892200142E-2,-8.109769821E-1,1.191171050E0
2.692710015E2,2.855759859E-1,-8.036699891E-1,7.948809862E-1
2.692760104E2,6.619570255E-1,-7.490460277E-1,5.319010019E-1
2.692810193E2,1.025634050E0,-6.965000033E-1,3.691470027E-1
2.692860282E2,1.408709049E0,-6.521790028E-1,2.935949862E-1
2.692910369E2,1.727100015E0,-6.679059863E-1,2.470089942E-1
2.692960458E2,1.908328056E0,-7.344959974E-1,2.775439918E-1
2.693010546E2,2.014539957E0,-8.097360134E-1,3.208709955E-1
2.693060633E2,2.056077957E0,-8.655019999E-1,3.639749885E-1
2.693110722E2,1.983858943E0,-9.331910014E-1,3.834230006E-1
2.693160811E2,1.802420974E0,-9.266549945E-1,4.100039899E-1
2.693210898E2,1.529232979E0,-8.772760034E-1,4.115859866E-1
2.693260987E2,1.221403956E0,-8.831409812E-1,3.721800148E-1
2.693311075E2,8.209609985E-1,-8.994089961E-1,2.303069979E-1
2.693361165E2,4.251900017E-1,-8.530349731E-1,5.635900050E-2
2.693411252E2,1.239769980E-1,-7.976239920E-1,-1.144260019E-1
2.693461340E2,-1.815550029E-1,-6.774880290E-1,-2.411680073E-1
2.693511427E2,-4.319120049E-1,-5.614140034E-1,-3.550350070E-1
2.693561516E2,-6.072090268E-1,-4.929240048E-1,-5.272439718E-1
2.693611604E2,-7.749829888E-1,-4.109080136E-1,-6.419960260E-1
2.693661694E2,-9.079980254E-1,-2.958039939E-1,-7.970179915E-1
2.693711781E2,-9.575279951E-1,-1.653449982E-1,-9.248449802E-1
2.693761869E2,-1.025324941E0,-8.920200169E-2,-1.063490033E0
2.693811958E2,-1.083101034E0,1.293899957E-2,-1.229354024E0
2.693862045E2,-1.063761950E0,7.349900156E-2,-1.355229974E0
2.693912134E2,-1.001618028E0,1.217250004E-1,-1.443390965E0
2.693962223E2,-9.161329865E-1,1.724919975E-1,-1.582690001E0
2.694012310E2,-7.486640215E-1,2.109909952E-1,-1.682415962E0
2.694062399E2,-5.297650099E-1,1.898410022E-1,-1.798593998E0
2.694112488E2,-3.199389875E-1,1.606599987E-1,-1.951187968E0
2.694162575E2,-1.363510042E-1,1.388799995E-1,-2.138166904E0
2.694212663E2,4.097700119E-2,8.554899693E-2,-2.371589899E0
2.694262752E2,1.773509979E-1,9.493300319E-2,-2.560563087E0
2.694312839E2,3.335599899E-1,1.031370014E-1,-2.716939926E0
2.694362928E2,5.247219801E-1,1.154680029E-1,-2.810127974E0
2.694413017E2,6.896389723E-1,1.531050056E-1,-2.929493904E0
2.694463104E2,8.356000185E-1,1.627700031E-1,-3.103318930E0
2.694513193E2,9.357119799E-1,1.400900036E-1,-3.216207027E0
2.694563282E2,9.675800204E-1,1.353300065E-1,-3.382441044E0
2.694613369E2,9.266710281E-1,1.294399947E-1,-3.473995924E0
2.694663458E2,8.981480002E-1,1.113319993E-1,-3.537724018E0
2.694713547E2,8.793830276E-1,7.099100202E-2,-3.641011000E0
2.694763634E2,8.681300282E-1,3.553999960E-2,-3.702853918E0
2.694813723E2,8.224589825E-1,1.504800003E-2,-3.737801075E0
2.694863811E2,6.941109896E-1,2.275500074E-2,-3.764568090E0
2.694913901E2,6.220970154E-1,2.635299973E-2,-3.707726955E0
2.694963987E2,5.941280127E-1,-9.200000204E-4,-3.604073048E0
2.695014076E2,5.872240067E-1,-4.443199933E-2,-3.466645956E0
2.695064165E2,6.105750203E-1,-1.347669959E-1,-3.343991995E0
2.695114252E2,6.126160026E-1,-2.183990031E-1,-3.244357109E0
2.695164340E2,6.156690121E-1,-2.722449899E-1,-3.119714022E0
2.695214430E2,6.224719882E-1,-3.044100106E-1,-3.005646944E0
2.695264517E2,6.040840149E-1,-3.203270137E-1,-2.913780928E0
2.695314606E2,5.783020258E-1,-2.934640050E-1,-2.824513912E0
2.695364694E2,5.556839705E-1,-2.569049895E-1,-2.739635944E0
2.695414781E2,5.430960059E-1,-1.997029930E-1,-2.670999050E0
2.695464870E2,5.271180272E-1,-2.075590044E-1,-2.524982929E0
2.695514959E2,5.275070071E-1,-2.113039941E-1,-2.410643101E0
2.695565046E2,5.635380149E-1,-2.544400096E-1,-2.296858072E0
2.695615135E2,5.305969715E-1,-2.939139903E-1,-2.232212067E0
2.695665224E2,5.246070027E-1,-3.490990102E-1,-2.127975941E0
2.695715311E2,5.263190269E-1,-3.881489933E-1,-2.037249088E0
2.695765399E2,5.023159981E-1,-4.007120132E-1,-1.904597998E0
2.695815488E2,5.039190054E-1,-4.199199975E-1,-1.758404016E0
2.695865575E2,4.890379906E-1,-3.943090141E-1,-1.529243946E0
2.695915664E2,4.417920113E-1,-4.336659908E-1,-1.228471041E0
2.695965753E2,3.547689915E-1,-4.333449900E-1,-9.120529890E-1
2.696015840E2,2.534730136E-1,-4.588179886E-1,-4.716520011E-1
2.696065928E2,1.418060064E-1,-4.516139925E-1,-1.036200020E-2
2.696116018E2,-1.940600015E-2,-4.528410137E-1,4.461010098E-1
2.696166105E2,-1.479289979E-1,-5.050420165E-1,8.522679806E-1
2.696216194E2,-2.046930045E-1,-5.850319862E-1,1.225023985E0
2.696266282E2,-2.461480051E-1,-6.665409803E-1,1.533694029E0
2.696316372E2,-2.996590137E-1,-6.872619987E-1,1.764197946E0
2.696366458E2,-4.003689885E-1,-6.653040051E-1,1.974254966E0
2.696416547E2,-5.422520041E-1,-5.658850074E-1,2.051170111E0
2.696466636E2,-6.468049884E-1,-4.177320004E-1,2.152848959E0
2.696516723E2,-6.802009940E-1,-2.426179945E-1,2.243391991E0
2.696566811E2,-6.473739743E-1,-1.510960013E-1,2.306039095E0
2.696616901E2,-4.947650135E-1,-4.772799835E-2,2.371756077E0
2.696666988E2,-2.465299964E-1,-2.759600058E-2,2.414170980E0
2.696717076E2,6.847199798E-2,-7.859200239E-2,2.421216011E0
2.696767163E2,3.856720030E-1,-9.177699685E-2,2.404911041E0
2.696817252E2,5.858110189E-1,-8.980300277E-2,2.446908951E0
2.696867340E2,7.220550179E-1,4.432199895E-2,2.456387997E0
2.696917430E2,7.837569714E-1,1.319559962E-1,2.500473976E0
2.696967516E2,7.371209860E-1,1.931339949E-1,2.581518888E0
2.697017605E2,6.959120035E-1,2.636680007E-1,2.641719103E0
2.697067694E2,7.027519941E-1,2.401400059E-1,2.750452995E0
2.697117781E2,6.562290192E-1,1.910170019E-1,2.852957010E0
2.697167870E2,4.610019922E-1,1.444880068E-1,2.870091915E0
2.697217959E2,1.607030034E-1,7.675000280E-2,2.891940117E0
2.697268046E2,-8.071599901E-2,1.148000010E-3,2.888837099E0
2.697318134E2,-3.001900017E-1,-5.781500041E-2,2.937597036E0
2.697368223E2,-4.763419926E-1,-8.951000124E-2,3.047763109E0
2.697418310E2,-6.971939802E-1,-1.490920037E-1,3.176378012E0
2.697468399E2,-9.611859918E-1,-1.167559996E-1,3.342333078E0
2.697518488E2,-1.201971054E0,-4.105700180E-2,3.580813885E0
2.697568575E2,-1.430981040E0,2.680799924E-2,3.863040924E0
2.697618664E2,-1.602635026E0,1.233000010E-1,4.117451191E0
2.697668753E2,-1.707813025E0,1.820349991E-1,4.361093998E0
2.697718840E2,-1.701799035E0,2.049520016E-1,4.481929779E0
2.697768929E2,-1.656067967E0,2.354100049E-1,4.528328896E0
2.697819017E2,-1.513913989E0,2.525599897E-1,4.490622044E0
2.697869104E2,-1.248321056E0,2.536779940E-1,4.364105225E0
2.697919193E2,-9.133380055E-1,2.322620004E-1,4.122499943E0
2.697969282E2,-4.924829900E-1,2.335339934E-1,3.777769089E0
2.698019369E2,-5.869499967E-2,3.315449953E-1,3.353694916E0
2.698069458E2,3.115130067E-1,4.097490013E-1,2.878690958E0
2.698119546E2,7.184720039E-1,4.258849919E-1,2.386858940E0
2.698169635E2,1.210108042E0,4.178900123E-1,1.943963051E0
2.698219722E2,1.749593973E0,4.502330124E-1,1.510619044E0
2.698269811E2,2.128083944E0,4.529010057E-1,1.066864967E0
2.698319898E2,2.413366079E0,4.493680000E-1,5.448989868E-1
2.698369987E2,2.656678915E0,4.395630062E-1,1.808900014E-2
2.698420075E2,2.779514074E0,4.320720136E-1,-4.305570126E-1
2.698470165E2,2.831223011E0,4.296360016E-1,-8.509320021E-1
2.698520252E2,2.873426914E0,3.550510108E-1,-1.228541970E0
2.698570341E2,2.610584021E0,3.418180048E-1,-1.538993001E0
2.698620429E2,2.218822002E0,3.036429882E-1,-1.816030979E0
2.698670516E2,1.792752981E0,3.471580148E-1,-1.984796047E0
2.698720604E2,1.234348059E0,4.056580067E-1,-2.144903898E0
2.698770694E2,6.077359915E-1,4.080919921E-1,-2.198735952E0
2.698820781E2,6.098800153E-2,4.156480134E-1,-2.231240988E0
2.698870869E2,-4.103499949E-1,3.795309961E-1,-2.228403091E0
2.698920958E2,-7.914239764E-1,3.102129996E-1,-2.197074890E0
2.698971045E2,-1.041551948E0,2.123589963E-1,-2.231062889E0
2.699021134E2,-1.323755026E0,1.178269982E-1,-2.287453890E0
2.699071223E2,-1.538174987E0,5.187999830E-2,-2.364286900E0
2.699121310E2,-1.658045053E0,1.619499922E-2,-2.472796917E0
2.699171398E2,-1.739328980E0,-9.451000020E-3,-2.618638039E0
2.699221488E2,-1.814587951E0,-1.190400030E-2,-2.776195049E0
2.699271575E2,-1.828626990E0,-6.366299838E-2,-2.966207981E0
2.699321664E2,-1.842934966E0,-7.987699658E-2,-3.101270914E0
2.699371752E2,-1.815706015E0,-1.071209982E-1,-3.200176001E0
2.699421839E2,-1.735290051E0,-1.045060009E-1,-3.293287992E0
2.699471928E2,-1.629858971E0,-1.304199994E-1,-3.362693071E0
2.699522017E2,-1.540878057E0,-2.003819942E-1,-3.406438112E0
2.699572104E2,-1.389225006E0,-2.310249954E-1,-3.459569931E0
2.699622193E2,-1.264178038E0,-2.872850001E-1,-3.483026981E0
2.699672281E2,-1.169706941E0,-3.170180023E-1,-3.492564917E0
2.699722368E2,-1.078423977E0,-2.963840067E-1,-3.457429886E0
2.699772457E2,-1.014400005E0,-2.719460130E-1,-3.408409119E0
2.699822546E2,-9.430890083E-1,-2.464520037E-1,-3.326688051E0
2.699872633E2,-8.678489923E-1,-2.339850068E-1,-3.195703983E0
2.699922722E2,-8.433150053E-1,-2.103289962E-1,-3.078183889E0
2.699972811E2,-7.678269744E-1,-1.798930019E-1,-2.928585052E0
2.700022898E2,-6.606270075E-1,-1.533890069E-1,-2.770946026E0
2.700072987E2,-6.116160154E-1,-1.471309960E-1,-2.605673075E0
2.700123075E2,-5.527909994E-1,-1.397629976E-1,-2.442662954E0
2.700173165E2,-4.783059955E-1,-1.128079966E-1,-2.265285015E0
2.700223251E2,-4.195379913E-1,-1.220289990E-1,-2.063961983E0
2.700273340E2,-3.779689968E-1,-1.272619963E-1,-1.896674037E0
2.700323427E2,-3.179669976E-1,-1.348289996E-1,-1.756085992E0
2.700373516E2,-2.696290016E-1,-1.169279963E-1,-1.639884949E0
2.700423605E2,-2.476219982E-1,-7.165499777E-2,-1.545382023E0
2.700473691E2,-2.205449939E-1,-4.744299874E-2,-1.402809024E0
2.700523781E2,-1.937679946E-1,-2.021400072E-2,-1.257938981E0
2.700573869E2,-1.381050050E-1,2.192299999E-2,-1.122743011E0
2.700623956E2,-1.373810023E-1,2.212600037E-2,-9.972940087E-1
2.700674045E2,-1.163019985E-1,4.422299936E-2,-8.335890174E-1
2.700724134E2,-9.378600121E-2,8.859299868E-2,-7.082679868E-1
2.700774223E2,-8.497700095E-2,1.506309956E-1,-6.091179848E-1
2.700824310E2,-5.617300048E-2,2.238869965E-1,-4.856050014E-1
2.700874398E2,-3.955499828E-2,2.806400061E-1,-3.544940054E-1
2.700924488E2,-1.407399960E-2,3.223739862E-1,-1.774509996E-1
2.700974575E2,-1.916900091E-2,3.126060069E-1,-3.606500104E-2
2.701024663E2,-1.313500013E-2,2.887049913E-1,4.810399935E-2
2.701074752E2,-5.775000155E-2,3.170950115E-1,1.349910051E-1
2.701124839E2,-1.212240010E-1,3.187490106E-1,1.893540025E-1
2.701174928E2,-1.991460025E-1,3.695369959E-1,2.328429967E-1
2.701225017E2,-3.025079966E-1,3.930450082E-1,2.228610069E-1
2.701275104E2,-4.595699906E-1,3.774749935E-1,1.690540016E-1
2.701325192E2,-6.223350167E-1,4.300459921E-1,7.160499692E-2
2.701375279E2,-7.271040082E-1,4.625230134E-1,-2.339199930E-2
2.701425368E2,-7.757210135E-1,4.635179937E-1,-4.460300133E-2
2.701475457E2,-7.702490091E-1,4.588080049E-1,-9.662000462E-3
2.701525546E2,-6.956290007E-1,4.119279981E-1,6.132699922E-2
2.701575633E2,-6.355929971E-1,3.873440027E-1,2.075300068E-1
2.701625722E2,-6.406949759E-1,3.435139954E-1,4.190500081E-1
2.701675809E2,-6.627939939E-1,3.084959984E-1,7.368720174E-1
2.701725898E2,-6.563609838E-1,3.291319907E-1,1.089115024E0
2.701775986E2,-6.309599876E-1,3.351230025E-1,1.451864958E0
2.701826076E2,-6.401829720E-1,3.096840084E-1,1.812886000E0
2.701876163E2,-5.872640014E-1,2.652089894E-1,2.194135904E0
2.701926251E2,-5.311440229E-1,2.186670005E-1,2.523092985E0
2.701976340E2,-4.702860117E-1,1.593649983E-1,2.728245974E0
2.702026427E2,-4.185479879E-1,1.129589975E-1,2.800549984E0
2.702076516E2,-4.087019861E-1,8.733300120E-2,2.867573977E0
2.702126605E2,-4.394179881E-1,9.320700169E-2,2.930028915E0
2.702176692E2,-4.872780144E-1,1.000960022E-1,2.897752047E0
2.702226780E2,-5.414310098E-1,1.023899987E-1,2.845613956E0
2.702276870E2,-6.174029708E-1,1.315020025E-1,2.795346975E0
2.702326956E2,-7.315520048E-1,1.840469986E-1,2.735171080E0
2.702377045E2,-8.105170131E-1,1.871780008E-1,2.651159048E0
2.702427134E2,-8.984190226E-1,1.720860004E-1,2.489753962E0
2.702477221E2,-9.923179746E-1,1.764679998E-1,2.385081053E0
2.702527309E2,-1.001348019E0,2.124260068E-1,2.317650080E0
2.702577399E2,-9.425230026E-1,2.124589980E-1,2.262254953E0
2.702627486E2,-8.632069826E-1,1.088270023E-1,2.205208063E0
2.702677575E2,-7.263450027E-1,4.995900020E-2,2.151880980E0
2.702727661E2,-5.537689924E-1,3.099199943E-2,2.144242048E0
2.702777750E2,-4.304429889E-1,1.874900050E-2,2.174330950E0
2.702827839E2,-3.458580077E-1,6.478600204E-2,2.333827972E0
2.702877928E2,-2.956149876E-1,2.704099938E-2,2.690751076E0
2.702928015E2,-2.179459929E-1,-1.225190014E-1,3.221486092E0
2.702978104E2,-6.114299968E-2,-4.318990111E-1,3.847161055E0
2.703028193E2,9.851200134E-2,-7.602970004E-1,4.453219891E0
2.703078280E2,8.021199703E-2,-9.243549705E-1,5.094550133E0
2.703128368E2,-3.858900070E-2,-1.086348057E0,5.626277924E0
2.703178457E2,-1.592909992E-1,-1.237555027E0,6.016194820E0
2.703228544E2,-3.314450085E-1,-1.330245018E0,6.293144226E0
2.703278633E2,-5.884720087E-1,-1.368988991E0,6.409206867E0
2.703328722E2,-8.137570024E-1,-1.428136945E0,6.380996227E0
2.703378809E2,-9.547839761E-1,-1.447319984E0,6.226819992E0
2.703428898E2,-1.087579012E0,-1.514314055E0,5.890423775E0
2.703478984E2,-1.113731980E0,-1.564744949E0,5.491393089E0
2.703529073E2,-1.123183966E0,-1.597151041E0,5.024087906E0
2.703579162E2,-1.004654050E0,-1.574298024E0,4.471610069E0
2.703629251E2,-8.517169952E-1,-1.491338015E0,3.921550035E0
2.703679338E2,-6.151549816E-1,-1.423498988E0,3.394860029E0
2.703729427E2,-3.033440113E-1,-1.343440056E0,2.928786993E0
2.703779516E2,7.051199675E-2,-1.292726994E0,2.459798098E0
2.703829603E2,4.848429859E-1,-1.230581045E0,2.025321960E0
2.703879692E2,8.648179770E-1,-1.177502990E0,1.581560016E0
2.703929780E2,1.189345956E0,-1.085541010E0,1.107480049E0
2.703979867E2,1.446401000E0,-9.937180281E-1,7.379869819E-1
2.704029956E2,1.656136990E0,-8.851990104E-1,4.024010003E-1
2.704080045E2,1.796828985E0,-7.944039702E-1,1.136879995E-1
2.704130132E2,1.832857966E0,-7.603999972E-1,-1.291279942E-1
2.704180220E2,1.835057020E0,-7.112600207E-1,-3.076710105E-1
2.704230307E2,1.835335970E0,-7.062849998E-1,-5.053160191E-1
2.704280396E2,1.803431034E0,-6.476500034E-1,-7.144119740E-1
2.704330485E2,1.716513991E0,-5.811280012E-1,-8.727220297E-1
2.704380574E2,1.528228998E0,-5.466610193E-1,-9.180229902E-1
2.704430661E2,1.329221010E0,-5.070459843E-1,-1.023008943E0
2.704480750E2,1.115502000E0,-4.413720071E-1,-1.154973030E0
2.704530836E2,8.573669791E-1,-4.151360095E-1,-1.238206029E0
2.704580926E2,6.468179822E-1,-3.700999916E-1,-1.297299027E0
2.704631014E2,4.174619913E-1,-3.191480041E-1,-1.416664004E0
2.704681101E2,2.071769983E-1,-2.653670013E-1,-1.534531951E0
2.704731190E2,3.199499846E-2,-2.216999978E-1,-1.684669971E0
2.704781279E2,-1.444250047E-1,-1.591199934E-1,-1.833457947E0
2.704831368E2,-2.303870022E-1,-1.210670024E-1,-1.981008053E0
2.704881455E2,-2.801919878E-1,-1.008090004E-1,-2.119487047E0
2.704931543E2,-3.622800112E-1,-7.785999775E-2,-2.246121883E0
2.704981633E2,-3.679980040E-1,-5.505499989E-2,-2.406354904E0
2.705031719E2,-3.295519948E-1,-4.695999995E-2,-2.525612116E0
2.705081808E2,-2.958079875E-1,-9.052000009E-3,-2.603682995E0
2.705131895E2,-2.646059990E-1,-5.171000026E-3,-2.700694084E0
2.705181984E2,-1.977999955E-1,5.036399886E-2,-2.837989092E0
2.705232073E2,-1.407909989E-1,7.041600347E-2,-2.905838966E0
2.705282159E2,-6.255800277E-2,9.435799718E-2,-2.896965981E0
2.705332249E2,6.173799932E-2,1.144379973E-1,-2.900155067E0
2.705382337E2,2.310660034E-1,1.119880006E-1,-2.918013096E0
2.705432424E2,3.556939960E-1,1.040560007E-1,-2.941071033E0
2.705482514E2,4.817419946E-1,6.999400258E-2,-2.954802036E0
2.705532602E2,5.401139855E-1,4.866100103E-2,-2.985333920E0
2.705582691E2,5.870919824E-1,4.864000157E-2,-3.001303911E0
2.705632778E2,5.929790139E-1,3.184400126E-2,-3.072079897E0
2.705682867E2,5.289180279E-1,2.460600063E-2,-3.080161095E0
2.705732956E2,4.454419911E-1,2.399799973E-2,-3.104582071E0
2.705783043E2,3.738319874E-1,9.451899678E-2,-3.116755009E0
2.705833131E2,2.774359882E-1,8.075799793E-2,-3.102560997E0
2.705883218E2,1.862370074E-1,1.009930000E-1,-3.085901022E0
2.705933307E2,9.515400231E-2,9.611900151E-2,-3.033380032E0
2.705983396E2,2.572000027E-2,7.890500128E-2,-2.968945026E0
2.706033485E2,-1.551800035E-2,1.078990027E-1,-2.882981062E0
2.706083572E2,3.992999904E-3,8.420400321E-2,-2.789802074E0
2.706133660E2,4.093899950E-2,7.349500060E-2,-2.734811068E0
2.706183747E2,4.795699939E-2,9.063400328E-2,-2.665344954E0
2.706233836E2,7.858499885E-2,7.467199862E-2,-2.576627016E0
2.706283925E2,6.743499637E-2,9.901099652E-2,-2.487833023E0
2.706334012E2,8.117400110E-2,1.351519972E-1,-2.434850931E0
2.706384101E2,1.167740002E-1,1.284759939E-1,-2.374520063E0
2.706434190E2,1.857890040E-1,1.102019995E-1,-2.278172970E0
2.706484276E2,2.138489932E-1,9.895700216E-2,-2.162611961E0
2.706534365E2,2.928240001E-1,6.843999773E-2,-2.085314989E0
